"";"X.dep_18";"X.dep_22";"X.dep_36";"X.dep_48";"X.dep_75"
"colleges";-0,309;-0,6728;-0,1793;0,7602;0,6842
"assemblee";-0,4316;-1,3663;0,3332;-0,1732;1,2187
"discriminante";-0,6179;-0,3718;-0,3585;-0,1657;1,1763
"concret";-3,5323;-2,936;0,3842;-0,7341;5,1792
"engueuler";0,8692;0,3918;-0,1673;-0,0773;-0,6042
"paria";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"mwh";-0,2038;0,278;-0,3346;-0,1547;0,4057
"bureaucrate";0,8262;-0,6821;-0,3466;-0,1602;0,4435
"humaniser";-0,3832;-0,8973;-0,2432;8,8539;-1,1154
"humilité";0,8273;2,5519;1,0695;0,3826;-3,8057
"dollar";-0,5532;-1,0451;-0,6454;-0,2983;2,2047
"neuf";0,933;0,5882;-1,0784;0,4801;-0,638
"inégalitaire";-1,0081;0,3636;-1,011;0,2669;0,8316
"concubinage";-0,309;0,7524;0,4708;-0,0829;-0,5325
"plafonnement";1,251;0,9083;-1,8304;-0,4431;-0,661
"adhérer";-0,9203;-1,2543;-0,9124;-0,509;2,5367
"méthane";-0,3552;-0,4009;-0,488;1,0302;0,4166
"rechauffement";-0,4237;1,5416;-0,5378;0,3607;-0,7115
"admissible";0,7255;-0,6684;-0,3178;-0,5579;0,5211
"calibrer";1,7664;-0,2281;0,2242;-0,1823;-0,8558
"rééquilibrer";-0,8621;-0,5997;-1,1421;-0,2406;1,5933
"différencié";0,5804;-0,4809;-0,7231;-0,2324;0,5109
"accidentogènes";-0,2472;0,4784;0,5509;-0,0663;-0,4142
"coter";1,7394;-0,3023;1,0572;0,3598;-1,4659
"annuaire";-0,3502;0,2945;1,1161;0,7112;-0,7203
"critair";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"analyste";-0,2472;0,4784;-0,1434;-0,0663;0,2114
"intégrale";1,907;0,5307;0,583;-0,0608;-2,1133
"changer";0,5631;0,5141;0,871;1,8747;-1,5106
"quantitativement";-0,3708;0,2684;-0,2151;-0,0994;0,4822
"confédération";-0,1697;7,9242;-0,2988;-0,1381;-5,3255
"culpabilité";-0,4948;0,4359;-0,2183;-0,2762;0,385
"victoire";-0,7984;-1,569;0,5288;-0,3866;1,7482
"inconséquent";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"réactualiser";0,2932;0,7524;0,4708;-0,0829;-0,8995
"séniors";-0,7222;-0,3648;0,9613;0,483;0,2594
"solennel";-0,3822;-1,1379;-0,1651;0,3832;1,0348
"stade";-1,1691;-1,1906;-0,3191;0,2963;1,7997
"henri";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"débattre";-0,9777;-3,5789;0,3898;1,5649;2,2317
"dénombrer";-0,4531;-0,1994;-0,2629;0,6125;0,3954
"psychologie";-0,9589;-0,7183;0,4315;-0,4419;1,2263
"climatisé";-0,2156;-1,3007;-0,3466;-0,1602;1,6865
"inscription";-2,2542;-2,2627;-1,777;-0,3796;5,3367
"chaudière";0,717;8,4477;2,2043;1,788;-11,1667
"réchauffer";-0,1935;-0,8017;0,4484;-0,2541;0,6346
"sentier";-0,1587;-0,239;0,3157;-0,1326;0,2683
"extinction";0,4376;-0,3734;0,4391;3,232;-1,0855
"favorisons";0,8942;0,9238;0,7799;-0,1491;-1,7508
"iiie";-0,2884;0,3918;-0,1673;-0,0773;0,2934
"dérogatoire";0,2128;-0,897;-0,239;-0,1105;1,0269
"durée";-0,9962;-1,2771;-2,0035;-0,4526;3,0002
"dizaine";-0,6069;-0,6302;-0,5148;-1,0722;1,3668
"éphémère";0,7648;0,4408;-0,3705;-0,1712;-0,4662
"over";-0,4098;-0,7434;-0,178;0,368;0,8107
"30ans";-0,2266;1,0676;0,583;-0,0608;-0,8929
"référent";-0,2602;0,9872;0,4129;-0,2454;-0,7934
"responsabilisant";-0,4856;-2,3962;-0,5226;-0,6174;2,9087
"hasardeux";-0,2768;-0,2451;0,2163;-0,1878;0,4152
"tremblement";1,1227;-0,4485;-0,1195;-0,0552;-0,2406
"avantage";2,873;0,2992;0,6757;1,7337;-2,3933
"atténuer";-1,1907;-1,3946;0,3267;-0,5192;2,2296
"vigueur";0,337;0,9796;-0,5813;-0,7469;-0,4641
"fonte";-0,7247;-0,4421;-0,7959;-0,2587;1,2598
"anodin";0,2326;0,6451;-0,1651;0,3832;-0,6292
"islamique";0,3975;-0,5677;-1,8047;0,2439;0,8836
"sachants";-0,6385;-0,1954;-0,3705;-0,1712;0,8197
"requête";-0,4098;-0,4415;0,4733;-0,243;0,5607
"décomposition";-0,5355;-0,281;-0,3107;-0,1436;0,9291
"désertique";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"serveur";-1,0397;-0,5404;-1,3864;0,7404;1,3492
"evin";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"séjour";-1,4266;-3,2929;-0,9022;-0,6976;5,2351
"formation";-1,2517;6,0624;0,3267;-1,1699;-2,1616
"structurellement";-0,7827;-0,3184;-0,4542;-0,2099;1,2062
"fret";0,7221;-0,6786;1,4606;0,5894;-0,7398
"découpler";0,3412;-0,8182;0,647;-0,1823;0,3815
"morceler";0,7333;-0,3077;0,4276;-0,0939;-0,4149
"volontaire";-0,9247;-1,0481;1,4126;0,8622;0,5243
"concertation";4,1403;0,3913;2,1286;2,1115;-4,868
"atypique";0,7948;0,4695;0,7091;-0,1657;-1,0659
"inadapté";0,8281;1,7884;2,227;0,4249;-3,6987
"messagerie";-0,3925;-0,6735;-0,7888;-0,3646;1,539
"subordonner";-0,349;-0,3732;-0,3048;-0,3425;0,7703
"jambe";-0,3925;0,3247;-0,3352;-0,3646;0,5113
"abstentions";-0,6443;-1,6204;2,5906;2,2962;-0,4774
"injecter";0,8923;0,7285;0,8479;-0,4087;-1,3569
"acompte";-0,3502;-0,7625;-0,2032;0,7112;0,8185
"décidément";-0,3708;0,5905;-0,2151;-0,0994;0,2441
"essor";-1,4006;-0,7194;-0,8127;-0,3756;2,5616
"classer";-0,2631;-0,8013;0,3329;0,947;0,4008
"vertu";2,2476;-1,2745;0,8577;-0,2732;-0,6009
"poids";0,6163;-0,4962;0,911;0,7664;-0,675
"spécialiser";3,3;-1,4786;1,2954;-0,3871;-0,8984
"souris";-0,4531;1,7773;-0,2629;-0,1215;-0,685
"rat";0,2638;0,7471;-0,4661;-0,2154;-0,3653
"ras";-1,3535;0,9239;2,641;-2,4746;-0,547
"rap";-0,206;-0,4485;0,6188;-0,0552;0,3713
"budgetaire";0,6593;-0,3654;0,3902;-0,1049;-0,324
"triangle";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"relayer";0,3438;-0,6314;0,4002;1,1913;-0,3456
"independante";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"idéologiquement";0,2932;0,7524;-0,1793;-0,0829;-0,5325
"parentalité";0,4006;0,987;0,4141;-0,2707;-0,9847
"audition";0,3208;-0,4347;0,3021;-0,5413;0,454
"philosophie";-0,4913;-0,7178;0,3216;1,9183;0,3375
"rfr";2,7894;2,0074;-0,1402;0,4165;-4,3523
"partition";0,2569;-0,3077;-0,2032;-0,0939;0,4323
"collusion";-0,8651;-0,2189;-0,1651;-0,232;0,7239
"epa";-0,3296;1,1898;-0,1912;-0,0884;-0,4699
"constance";0,2002;-0,9419;-0,251;-0,116;1,0979
"éfficace";-0,2266;1,0676;-0,1315;-0,0608;-0,4811
"coeur";-0,4468;0,7898;0,8067;-0,8676;-0,573
"contacter";-0,2866;-0,3665;-0,5901;-0,8424;0,7858
"simultané";3,046;-0,265;-0,6573;-0,3038;-0,9113
"politicard";-0,206;0,1911;-0,1195;-0,0552;0,3713
"bricolage";0,7578;-0,6287;0,5992;-0,3535;-0,281
"25km";-0,206;0,5907;1,5424;0,9229;-1,6296
"tolérance";-0,3029;-0,7965;-0,8998;-0,2869;1,0535
"habilitation";-0,3914;-0,3654;-0,2271;0,6682;0,5336
"couts";-0,2493;-2,5786;-0,7704;-1,1765;2,9856
"présidentiel";-3,67;-1,3265;0,3698;-0,3254;3,0409
"scientifique";0,5232;-0,7046;-0,6733;1,3557;0,3595
"gogo";0,2932;0,7524;0,4708;-0,0829;-0,8995
"sclérosant";-0,206;0,1911;-0,1195;-0,0552;0,3713
"xavier";1,0487;-0,4934;-0,1315;-0,0608;0,1741
"idiotie";0,5665;-0,9867;-0,2629;-0,1215;0,6962
"demi_heure";0,82;-0,6728;0,4708;-0,0829;-0,2672
"éradiquer";-0,4137;-0,6984;-0,4363;-0,1735;0,9619
"ecoutez";0,4465;0,9238;0,2804;0,5366;-1,3272
"générationnel";0,2569;-0,3077;-0,2032;-0,0939;0,4323
"aujourdhui";-0,8857;-0,7146;-0,5139;0,3755;1,5038
"poteau";-0,206;-0,4485;2,6821;-0,0552;-0,5605
"combustion";0,3541;-0,7123;-1,3744;-0,2422;1,0882
"couté";0,305;0,308;1,1608;-0,3148;-0,6175
"geothermie";-0,2472;0,9743;-0,1434;-0,0663;-0,4142
"ressort";-1,073;-1,1587;-0,3535;-0,7956;2,2543
"richissime";1,7971;-0,5382;0,5509;-0,0663;-0,7818
"évitable";0,2128;-0,3951;0,3734;-0,1105;0,3162
"atterrer";-0,2472;-0,5382;0,5509;-0,0663;0,4918
"promouvoir";-3,7788;-4,1955;-3,3899;0,5067;9,2752
"nutritif";0,3371;-0,2003;-0,1554;-0,0718;0,2512
"unicem";-0,9887;-2,1528;-0,5737;-0,2651;4,2445
"légitimité";-3,114;-2,2491;-1,5444;-0,6778;6,1889
"parier";-0,2643;-0,8182;0,2242;0,465;0,6071
"energétique";-0,4833;-1,7841;-1,4581;-0,6739;3,3436
"comprehension";-0,148;-1,0316;-0,2749;-0,127;1,2419
"bureaucratie";-1,1258;-0,8475;0,9153;-0,4791;1,0367
"redistributive";-1,6684;-3,6329;-0,206;-0,4474;4,8966
"incomparable";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"bible";-0,4119;1,9879;-0,239;-0,1105;-0,8316
"sociétal";-0,7661;0,2944;-0,4973;-0,7661;0,8889
"tuteur";-0,2576;-0,4027;0,3732;-0,2927;0,4704
"democratie";0,5251;1,2367;0,8094;0,2468;-1,6726
"règlementaire";-0,3154;-0,5486;-0,4422;-0,2044;1,1486
"responsabiliser";-2,4346;-3,0777;-1,988;-0,5159;6,7167
"anti_corruption";-0,2884;-0,226;0,4952;-0,0773;0,2934
"gérable";-0,2156;-0,3483;0,7316;-0,1602;0,2594
"aisé";-0,4044;-0,9585;-0,8328;-0,4435;1,4106
"inviolable";1,0487;-0,4934;0,583;-0,0608;-0,4811
"mentir";1,0029;2,1456;-0,366;0,8069;-2,6638
"caniveau";1,5264;-0,2525;0,4708;-0,0829;-0,8995
"relancer";-2,3531;-0,9822;0,8489;-0,8035;1,8689
"injustement";9,9552;2,2774;7,2722;5,4367;-21,9598
"persécution";-0,1764;-0,2487;2,1781;-0,243;-0,7593
"vaccinale";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"ceinture";0,6809;0,3266;-1,0278;-0,1526;-0,2788
"copie";-0,5296;5,9173;0,4082;0,5253;-4,2554
"mémoire";1,587;2,1237;-0,9541;0,2858;-2,3118
"apaisement";0,2997;-1,6146;-0,4303;-0,1988;1,5679
"évader";1,6965;0,7357;0,3289;-0,127;-1,7842
"véganisme";-0,3502;1,1071;-0,2032;-0,0939;-0,4149
"serieux";-0,4531;-0,4561;-0,2629;1,5058;0,3954
"régie";-0,2519;-0,4202;-0,3824;-0,1768;0,8723
"préconiser";1,5196;-0,5438;-0,983;-0,5382;0,3462
"flouer";0,3141;-0,6279;-0,1673;-0,0773;0,6187
"censurer";-0,3279;-0,5423;1,6301;0,2726;-0,3692
"compostables";-0,309;0,3557;-0,1793;-0,0829;0,3378
"roux";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"aise";-1,3501;0,5704;-0,3114;0,2858;0,4456
"charlie";-0,3708;0,2684;0,4082;-0,0994;0,2441
"vulnérable";-0,6114;0,284;-1,9096;-1,287;1,4491
"raccourcir";-0,8081;-0,3961;1,2314;0,3206;0,2847
"paralyser";-1,1237;-0,3257;-0,5302;-0,4971;1,3656
"etes";0,3565;-0,2115;-0,3824;1,2097;-0,4266
"ruisseau";0,2493;0,5605;0,612;1,3394;-1,2169
"correspondance";0,8633;1,5356;-1,204;-0,4109;-1,0101
"fête";1,0459;-0,4721;0,3971;-0,548;-0,3943
"dramatiquement";-0,7827;0,2843;-0,1402;-0,2099;0,5614
"cyril";0,3141;-0,226;-0,1673;-0,0773;0,2934
"ubiquité";0,2743;-0,2797;0,4484;0,7349;-0,4699
"obsessionnel";-0,3502;0,2945;1,1161;-0,0939;-0,4149
"subventionner";0,4038;0,9735;-2,0958;0,3749;-0,3957
"essonne";-0,7003;-1,5249;-0,4063;-0,1878;3,0065
"manquer";2,8277;2,9876;3,5526;2,3005;-9,7067
"camarade";0,2871;-0,2994;0,5754;0,4256;-0,4313
"reelle";-0,3959;-1,1744;-0,5139;0,3755;1,5038
"fringue";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"rouler";10,1844;3,6055;8,3639;4,8821;-24,2922
"securite";-0,4361;-1,171;0,3424;6,693;-0,6232
"evolutions";-0,2678;0,4325;-0,1554;-0,0718;0,2512
"éclosion";0,241;-0,8073;-0,2151;-0,0994;0,8871
"donald";-0,4531;-0,4561;0,3428;-0,1215;0,6962
"cnv";7,2271;-0,3654;-0,2271;-0,1049;-3,0919
"cnr";-0,206;0,5907;-0,1195;-0,0552;-0,2406
"cnavts";-0,3296;-0,7176;-0,1912;-0,0884;1,4148
"détaché";-0,3279;-0,5423;-0,7171;-0,3314;1,2407
"gouvernement";5,8021;-0,3078;8,3733;3,4458;-9,2711
"cni";-0,5563;-0,995;-1,1165;-0,8506;2,3438
"enchevêtrement";-0,1375;0,4339;-0,2629;-0,1215;0,209
"usuel";0,2263;-0,3654;0,3902;-0,1049;0,2792
"littoral";-1,4449;2,6172;-0,8897;-1,0692;-0,4297
"presence";0,5048;0,8529;-0,729;-0,3369;-0,4841
"eviter";1,0522;-0,4762;-0,9695;-0,4502;0,4017
"entrepreneur";-0,7762;-1,2971;-1,5509;-0,436;2,6387
"inapplicable";-1,5654;0,3256;1,2522;-0,4198;0,3435
"internalisation";-0,3296;-0,7176;-0,1912;-0,0884;1,4148
"chéquier";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"indispensable";3,1259;3,9028;3,1668;2,9398;-11,5279
"nuancé";-0,1809;-0,5831;0,2915;-0,1436;0,5717
"differences";0,6949;0,2684;-0,2151;0,6891;-0,6455
"redécouper";-0,2678;0,4325;-0,1554;-0,0718;0,2512
"supp";-0,2678;-0,2003;0,5218;-0,0718;0,2512
"japon";-0,3856;-0,8013;-2,4023;-0,5572;2,0593
"imôts";-0,206;0,1911;0,6188;-0,0552;-0,2406
"braudel";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"lander";-0,2678;-0,5831;-0,1554;0,817;0,5545
"dent";0,5291;-0,2604;0,6353;0,8588;-0,8236
"check";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"tir";-0,1764;3,6665;-0,178;0,9716;-3,3565
"déficience";0,4902;0,3467;-0,2988;-0,1381;-0,3016
"tic";-0,148;-1,0316;-0,2749;1,4699;0,4373
"nuance";1,0884;-1,9502;1,157;-0,1385;-0,2707
"cor";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"benefice";0,3896;0,2402;-0,3585;0,4987;-0,3145
"managériales";-0,1809;0,322;-0,3107;-0,1436;0,3341
"bashing";0,6116;-1,6595;-0,4422;-0,2044;1,1486
"longer";-0,206;-0,4485;0,6188;-0,0552;0,3713
"paritaire";-0,862;-2,3622;-0,398;0,2148;2,9532
"colloque";1,1128;0,343;-0,4183;-0,1933;-0,508
"élève";2,7886;-1,6199;-0,3645;-2,2659;0,5749
"prospective";-0,4518;-0,8313;-0,1978;-0,2596;1,3004
"ivoire";0,4444;0,3229;0,8898;0,3537;-0,8973
"inévitable";0,8379;-1,2116;-0,7642;-0,1848;0,7884
"fermier";-0,4531;-0,4561;-0,2629;0,6125;0,6962
"privatisations";-0,6188;-2,0921;-0,488;-0,4695;3,1035
"sanglier";-0,148;-0,2189;-0,2749;3,7297;-0,9392
"redonner";1,1073;-1,3583;2,6162;2,0013;-1,1415
"préconisation";-0,2156;-1,3007;0,2598;-0,1602;1,1133
"alléger";0,4805;-1,799;-0,8978;-0,4191;1,6693
"mixte";-0,4541;-1,7517;0,3087;-0,8854;1,9028
"ergonomique";-0,5973;-0,3483;-0,3466;-0,1602;1,1133
"validé";-0,6441;1,0643;-0,3925;-0,2356;-0,3722
"rétribution";0,5313;-0,3033;-0,1907;0,2012;-0,3257
"fongecif";0,3896;0,78;-0,3585;-0,1657;-0,5092
"repli";-0,4379;-0,4031;-0,2165;0,3605;0,496
"développement";-1,1193;3,6082;-0,5268;0,5216;-1,489
"contracter";-1,1123;0,3577;-0,6454;-0,2983;0,9637
"valide";0,2681;-0,4259;-0,4014;1,9212;-0,3738
"répéter";-0,5995;-1,2995;-0,8437;-0,5878;2,192
"gratuités";-0,1697;-1,1213;-0,2988;-0,1381;1,3881
"larme";-0,2266;1,0676;0,583;-0,0608;-0,8929
"épuisant";0,3896;-0,3718;-0,3585;-0,1657;0,4826
"pâtir";-0,148;0,4025;0,3289;-0,127;-0,375
"toxicomane";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"élite";0,3738;1,8154;2,4255;-0,666;-2,5348
"drogue";1,0145;-1,1825;-0,5686;-0,8852;0,8466
"entier";-0,4388;1,8269;-0,5599;-0,5288;-0,7721
"potable";2,9235;3,8237;0,4006;0,672;-6,6896
"transiger";-0,6891;-0,6066;-0,7529;-0,348;1,7751
"interdire";0,8306;-0,5533;-1,613;0,8683;0,4427
"ravage";-0,3154;0,3027;-0,4422;-0,2044;0,5232
"pointer";0,3184;0,3861;-0,9919;-0,7788;0,5211
"pratique";-0,6462;-2,6916;-1,2981;-0,9801;4,021
"énergique";-0,2643;-0,445;0,647;-0,1823;0,3815
"hâte";-0,2266;1,0676;-0,1315;-0,0608;-0,4811
"laxisme";1,825;-1,3493;0,9759;-0,462;-0,4294
"tribunal";-0,6859;-0,5024;0,55;-1,0216;0,8061
"réorienter";1,62;-0,5185;0,5249;-0,247;-0,7187
"ferry";-0,2156;-0,6821;-0,3466;0,5108;0,7172
"modifier";-1,1148;0,477;0,8228;0,9091;-0,4469
"valls";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"direccte";0,2002;-0,1807;0,3576;-0,116;-0,253
"cumulée";-0,4119;-0,3951;-0,239;0,6486;0,5865
"contractualisation";0,8593;0,278;0,2698;-0,1547;-0,607
"secouriste";0,5665;-0,4561;1,679;-0,1215;-0,685
"differente";-0,2266;-0,1516;-0,1315;0,8842;0,1741
"antoine";0,9826;-0,1754;-0,1434;-0,0663;-0,4142
"differents";-0,5532;-0,4217;0,3637;-0,2983;0,7039
"pluraliste";1,5165;0,322;-0,3107;-0,1436;-0,7229
"cocktail";-0,7415;0,3222;-0,4303;-0,1988;0,7414
"clone";0,2932;3,5594;-0,1793;0,7602;-3,3823
"renovation";-0,7621;-0,5486;0,5754;-0,2044;0,7881
"nombreux";-0,3692;-0,9808;-0,4296;-0,3562;1,0241
"ferré";1,2403;0,267;1,7314;1,1563;-2,1625
"pétitionnaire";-0,6797;1,4183;1,2244;1,1861;-1,9391
"authenticité";-0,2678;-0,5831;-0,1554;-0,0718;1,1495
"surcoût";2,711;0,5979;0,559;0,4537;-2,6153
"personnaliser";-0,2275;-0,7157;0,7091;0,4987;0,2879
"jachère";-0,1697;-0,5507;0,3033;-0,1381;0,5256
"organisation";-1,6604;0,3025;-2,0032;0,5867;1,4834
"intergénérationnel";-0,1697;0,3467;-0,2988;-0,1381;0,3004
"bricoler";1,2718;-0,1954;0,2412;-0,1712;-0,7013
"obédience";2,6495;-1,3455;-0,3585;-0,1657;-0,3145
"corporel";-0,3285;1,1322;-0,4542;0,4165;-0,5908
"imprescriptible";0,3371;0,4325;0,5218;-0,0718;-0,6866
"vitesse";40,2004;16,5462;24,6697;23,1449;-106,7048
"inéligibilité";-1,5812;-0,7522;0,4022;-0,3704;1,4792
"accorder";-1,4303;1,3812;0,9019;0,2946;-0,7353
"préalable";-0,5468;-0,7205;-0,7048;-1,2544;1,6045
"investissement";-0,8687;-2,2735;-7,5564;-0,3013;6,059
"rumeur";0,8904;0,4025;-0,502;-0,232;-0,436
"sècheresse";0,5297;0,6774;-0,1588;3,7816;-2,3296
"accueillant";0,4582;-0,259;0,3024;-0,3974;-0,3288
"polypensionnés";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"actée";0,4229;-0,4485;-0,1195;-0,0552;0,3713
"judeo";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"démesurer";0,862;0,6597;0,3204;0,2775;-1,1884
"10mn";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"syndic";-2,5095;-5,2588;-1,6634;2,8199;5,0863
"plastic";-0,8651;-0,3988;-0,1651;-0,232;1,0348
"égo";-0,3551;1,0358;0,5285;1,0414;-1,2839
"revue";-1,4393;-0,871;-0,9986;-0,4384;2,4387
"arc";0,3266;0,9558;0,628;-0,1878;-1,0896
"obstination";-0,2472;8,3441;0,5509;-0,0663;-7,0825
"traditionnel";0,4551;1,0876;-0,5674;0,459;-0,9134
"médiocrité";-0,4377;-0,2802;0,4484;0,3537;0,2839
"osciller";1,1227;0,1911;-0,1195;-0,0552;-0,5605
"remarquablement";-0,4737;-0,4872;-0,2749;-0,127;1,2419
"referundum";-0,2768;0,6246;-0,4063;-0,1878;0,2517
"quantité";-0,2701;-1,1949;0,4968;1,1304;0,481
"malpropreté";-0,1587;-1,0764;-0,2868;-0,1326;1,3147
"absentéisme";-2,2035;-0,5424;-1,2012;-0,6464;2,6083
"realité";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"mensuel";0,293;0,9371;-0,2803;-1,0576;-0,507
"trimer";-0,1587;1,0982;0,3157;0,58;-1,2246
"brebis";0,3371;-0,2003;-0,1554;-0,0718;0,2512
"complotisme";-0,3296;-0,7176;0,4484;-0,0884;0,7508
"conversion";0,3838;5,0459;-0,7518;-0,5678;-2,7791
"denoncer";-0,3502;0,2945;-0,2032;0,7112;0,2109
"new";-1,9086;-6,1227;-0,4731;-1,1232;8,0175
"tornade";-0,2275;-0,7157;0,7091;-0,1657;0,4826
"analphabète";-0,5561;-0,3029;0,2804;-0,1491;0,619
"multiple";-0,4711;-1,0063;-3,1422;-0,7704;2,7121
"exécuter";-0,2937;1,5079;1,0978;0,4646;-1,8564
"caractéristique";1,6944;-0,9885;0,406;-0,6463;-0,3054
"bateau";0,605;6,2104;0,349;2,5891;-7,0148
"dénonciation";0,2625;-2,9999;0,338;0,3169;1,5549
"renier";0,9552;0,4024;-0,3742;-0,3922;-0,4914
"senior";-0,9085;-4,5742;-2,1689;-1,6275;7,6712
"impactent";0,329;-0,5961;0,9047;1,4554;-0,6182
"symbiose";1,5264;2,6906;-0,1793;-0,0829;-3,3823
"alternativement";0,391;0,5307;-0,1315;-0,0608;-0,4811
"theodule";-0,2678;-0,5831;-0,1554;-0,0718;1,1495
"pavaner";-0,2472;3,3116;-0,1434;-0,0663;-1,8852
"soda";3,3091;-1,5266;-1,0039;-0,1469;-0,3141
"ayants";-0,2038;0,278;0,2698;-0,1547;0,2322
"ferrand";1,1493;0,4681;-0,251;0,6301;-1,1196
"nes";-0,5238;-2,3322;0,7766;-0,2872;1,5816
"progressiste";-0,3285;-0,9938;-0,4542;0,4165;1,2062
"chirurgien";0,5509;-0,5008;0,6809;3,0723;-1,2476
"interco";0,7792;1,0445;-0,4466;-0,4419;-0,8549
"doublonnent";-0,2678;0,4325;-0,1554;-0,0718;0,2512
"chevalier";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"lisbonne";0,6773;-0,2109;-0,2252;-0,2817;-0,3283
"vitrage";-0,641;-4,3309;-1,3149;0,3134;4,7011
"professer";-0,309;-0,6728;-0,1793;-0,0829;1,3264
"encourager";-0,7135;-4,5679;-4,8216;-1,5571;8,648
"deça";-0,3296;0,3234;-0,1912;-0,0884;0,3841
"ignorer";0,4115;2,1825;-0,2878;0,2987;-1,7566
"instruit";0,3781;-0,3495;-0,3742;1,2129;-0,3603
"centralisées";0,387;1,2807;-0,5976;-0,2762;-0,7025
"postulant";-0,2022;-0,2966;-0,5617;-0,2596;0,6729
"remotiver";0,3625;-0,1754;-0,1434;-0,0663;0,2114
"lorgnette";0,2932;-0,2525;1,2131;-0,0829;-0,5325
"comm";-0,1697;0,3467;-0,2988;2,4236;-0,7887
"multiplier";-0,6829;-0,3205;1,5051;-1,3731;0,372
"atteler";-0,3686;0,4252;-0,1588;0,3911;-0,3087
"come";-0,4119;-0,3951;-0,239;1,5834;0,3162
"spécialisation";-0,5385;0,3759;-0,6334;-0,2927;0,6671
"kinés";-0,309;-0,6728;1,2131;-0,0829;0,3378
"désintéresser";-0,4415;-0,7612;-1,1234;-0,1762;1,5375
"désertifier";0,9231;0,4325;-0,1554;-0,0718;-0,6866
"paître";0,4229;0,1911;1,5424;-0,0552;-1,0234
"recréer";-0,4355;0,6091;0,3537;-0,9716;-0,2883
"mesurer";-3,0731;-1,8804;-2,6897;-1,0008;6,7059
"bizarre";0,8632;-0,4199;-0,1715;0,9883;-0,5866
"lobbyiste";0,5665;-0,1994;0,9241;0,6125;-1,0252
"domotique";-0,3708;-0,3363;0,4082;-0,0994;0,4822
"détail";-0,2652;-1,2729;0,8663;1,4834;0,3318
"maire";0,4968;2,7045;2,5995;2,1568;-5,3217
"toussaint";0,4229;-0,4485;0,6188;-0,0552;-0,2406
"saison";0,9956;2,1729;0,4002;2,6483;-3,8725
"réintégration";0,2638;0,4745;-0,4661;-0,2154;0,245
"geste";-0,3774;0,4448;-0,9173;-1,4149;0,7083
"résidants";0,2569;0,2945;-0,2032;-0,0939;0,2109
"appauvrissement";-0,5343;0,6801;0,8266;-0,2037;-0,5927
"traditionnellement";-0,5561;0,5679;0,7799;-0,1491;-0,4221
"propager";0,2837;-0,5124;-0,9681;0,5638;0,6039
"telephone";-0,4804;0,2735;-0,5856;-0,2707;0,7521
"dissident";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"brièvement";0,3625;-0,1754;-0,1434;-0,0663;0,2114
"collègue";0,8184;-0,4012;2,485;0,51;-1,4426
"paramétrage";0,3625;-0,5382;-0,1434;-0,0663;0,4918
"distiller";-0,309;0,3557;-0,1793;-0,0829;0,3378
"agglomérer";-0,206;0,1911;-0,1195;-0,0552;0,3713
"supra";-2,4599;-1,8004;-1,8133;-0,7256;5,4473
"archive";0,9783;1,0828;-0,4661;-0,2154;-1,0462
"commande";0,3264;-1,0765;-0,6573;0,8141;0,7415
"collaborer";-0,4724;-0,8385;0,8632;-0,4032;0,7249
"remorque";1,2574;0,245;0,3902;-0,1049;-0,9168
"arriéré";0,2128;-0,3951;-0,239;-0,1105;0,5865
"50km";1,8212;1,0559;0,6668;-0,1768;-2,5393
"récupérer";5,2711;2,5733;0,3874;0,387;-6,293
"décentralisant";-0,2293;1,6615;-0,2183;0,3274;-1,1935
"commando";0,3141;-0,6279;-0,1673;-0,0773;0,6187
"écologiquement";0,865;0,6178;1,9566;0,3967;-2,1246
"foyer";1,6225;-0,3805;-1,2575;-0,3739;-0,3497
"protege";-0,309;1,9295;-0,1793;-0,0829;-0,8995
"rajeunissement";-0,1923;-0,6157;0,7799;-0,1491;0,3692
"violent";1,0197;-1,1913;0,3858;0,4213;0,3408
"dissoudre";0,2564;-1,5889;0,563;-0,7125;1,1353
"structurants";-0,3686;-1,1016;-0,1588;-0,2265;1,3829
